set_id,set_name,set_series,set_printed_total,set_total,set_ptcgo_code,set_release_date,set_updated_at,id,name,supertype,subtypes,types,rarity,number,hp,artist,flavor_text,regulation_mark,evolves_from,evolves_to,national_pokedex_numbers,abilities,attacks,rules,weaknesses,resistances,retreat_cost,converted_retreat_cost,legal_unlimited,legal_expanded,legal_standard,tcgplayer_url,cardmarket_url,image_large,payload_json
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-42,Tyranitar-EX,Pokémon,"[""Basic"",""EX""]","[""Darkness""]",Rare Holo EX,42,180,Eske Yoshinob,,,,"[""M Tyranitar-EX""]",[248],[],"[{""name"":""Hammer In"",""cost"":[""Darkness"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":""60"",""text"":""""},{""name"":""Break Ground"",""cost"":[""Darkness"",""Darkness"",""Colorless"",""Colorless""],""convertedEnergyCost"":4,""damage"":""130"",""text"":""This attack does 10 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[""Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.""]","[{""type"":""Fighting"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,Legal,Legal,,,,https://images.pokemontcg.io/xy7/42_hires.png,"{""id"":""xy7-42"",""name"":""Tyranitar-EX"",""supertype"":""Pokémon"",""subtypes"":[""Basic"",""EX""],""hp"":""180"",""types"":[""Darkness""],""evolvesTo"":[""M Tyranitar-EX""],""rules"":[""Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.""],""attacks"":[{""name"":""Hammer In"",""cost"":[""Darkness"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":""60"",""text"":""""},{""name"":""Break Ground"",""cost"":[""Darkness"",""Darkness"",""Colorless"",""Colorless""],""convertedEnergyCost"":4,""damage"":""130"",""text"":""This attack does 10 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}],""weaknesses"":[{""type"":""Fighting"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless"",""Colorless"",""Colorless"",""Colorless""],""convertedRetreatCost"":4,""number"":""42"",""artist"":""Eske Yoshinob"",""rarity"":""Rare Holo EX"",""nationalPokedexNumbers"":[248],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/42.png"",""large"":""https://images.pokemontcg.io/xy7/42_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-43,M Tyranitar-EX,Pokémon,"[""MEGA"",""EX""]","[""Darkness""]",Rare Holo EX,43,240,5ban Graphics,,,Tyranitar-EX,[],[248],[],"[{""name"":""Destroyer King"",""cost"":[""Darkness"",""Darkness"",""Colorless"",""Colorless""],""convertedEnergyCost"":4,""damage"":""110+"",""text"":""This attack does 60 more damage for each damage counter on your opponent's Active Pokémon.""}]","[""Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends."",""Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.""]","[{""type"":""Fighting"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,Legal,Legal,,,,https://images.pokemontcg.io/xy7/43_hires.png,"{""id"":""xy7-43"",""name"":""M Tyranitar-EX"",""supertype"":""Pokémon"",""subtypes"":[""MEGA"",""EX""],""hp"":""240"",""types"":[""Darkness""],""evolvesFrom"":""Tyranitar-EX"",""rules"":[""Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends."",""Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.""],""ancientTrait"":{""name"":""θ Double"",""text"":""This Pokémon may have up to 2 Pokémon Tool cards attached to it.""},""attacks"":[{""name"":""Destroyer King"",""cost"":[""Darkness"",""Darkness"",""Colorless"",""Colorless""],""convertedEnergyCost"":4,""damage"":""110+"",""text"":""This attack does 60 more damage for each damage counter on your opponent's Active Pokémon.""}],""weaknesses"":[{""type"":""Fighting"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless"",""Colorless"",""Colorless"",""Colorless""],""convertedRetreatCost"":4,""number"":""43"",""artist"":""5ban Graphics"",""rarity"":""Rare Holo EX"",""nationalPokedexNumbers"":[248],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/43.png"",""large"":""https://images.pokemontcg.io/xy7/43_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-44,Sableye,Pokémon,"[""Basic""]","[""Darkness""]",Uncommon,44,70,Hitoshi Ariga,It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself.,,,[],[302],[],"[{""name"":""Bewitching Eyes"",""cost"":[""Darkness""],""convertedEnergyCost"":1,""damage"":"""",""text"":""Choose a Supporter card from your opponent's discard pile and use it as the effect of this attack.""},{""name"":""Furtive Drop"",""cost"":[""Darkness"",""Colorless""],""convertedEnergyCost"":2,""damage"":"""",""text"":""Put 3 damage counters on your opponent's Active Pokémon.""}]",[],[],[],"[""Colorless""]",1,Legal,Legal,,,,https://images.pokemontcg.io/xy7/44_hires.png,"{""id"":""xy7-44"",""name"":""Sableye"",""supertype"":""Pokémon"",""subtypes"":[""Basic""],""hp"":""70"",""types"":[""Darkness""],""attacks"":[{""name"":""Bewitching Eyes"",""cost"":[""Darkness""],""convertedEnergyCost"":1,""damage"":"""",""text"":""Choose a Supporter card from your opponent's discard pile and use it as the effect of this attack.""},{""name"":""Furtive Drop"",""cost"":[""Darkness"",""Colorless""],""convertedEnergyCost"":2,""damage"":"""",""text"":""Put 3 damage counters on your opponent's Active Pokémon.""}],""retreatCost"":[""Colorless""],""convertedRetreatCost"":1,""number"":""44"",""artist"":""Hitoshi Ariga"",""rarity"":""Uncommon"",""flavorText"":""It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself."",""nationalPokedexNumbers"":[302],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/44.png"",""large"":""https://images.pokemontcg.io/xy7/44_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-45,Inkay,Pokémon,"[""Basic""]","[""Darkness""]",Common,45,50,Tomokazu Komiya,"It flashes the light-emitting spots on its body, which drains its opponent's will to fight. It takes the opportunity to scuttle away and hide.",,,"[""Malamar""]",[686],[],"[{""name"":""Ink Spit"",""cost"":[""Darkness""],""convertedEnergyCost"":1,""damage"":""10"",""text"":""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}]",[],"[{""type"":""Fighting"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless""]",1,Legal,Legal,,,,https://images.pokemontcg.io/xy7/45_hires.png,"{""id"":""xy7-45"",""name"":""Inkay"",""supertype"":""Pokémon"",""subtypes"":[""Basic""],""hp"":""50"",""types"":[""Darkness""],""evolvesTo"":[""Malamar""],""attacks"":[{""name"":""Ink Spit"",""cost"":[""Darkness""],""convertedEnergyCost"":1,""damage"":""10"",""text"":""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}],""weaknesses"":[{""type"":""Fighting"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless""],""convertedRetreatCost"":1,""number"":""45"",""artist"":""Tomokazu Komiya"",""rarity"":""Common"",""flavorText"":""It flashes the light-emitting spots on its body, which drains its opponent's will to fight. It takes the opportunity to scuttle away and hide."",""nationalPokedexNumbers"":[686],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/45.png"",""large"":""https://images.pokemontcg.io/xy7/45_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-46,Malamar,Pokémon,"[""Stage 1""]","[""Darkness""]",Common,46,90,Masakazu Fukuda,"It lures prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",,Inkay,[],[687],[],"[{""name"":""Entangling Control"",""cost"":[""Colorless""],""convertedEnergyCost"":1,""damage"":"""",""text"":""Switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon. The new Active Pokémon is now Confused.""},{""name"":""Trash Tentacle"",""cost"":[""Darkness""],""convertedEnergyCost"":1,""damage"":""30"",""text"":""Put a card from your discard pile into your hand.""}]",[],"[{""type"":""Fighting"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless""]",1,Legal,Legal,,,,https://images.pokemontcg.io/xy7/46_hires.png,"{""id"":""xy7-46"",""name"":""Malamar"",""supertype"":""Pokémon"",""subtypes"":[""Stage 1""],""hp"":""90"",""types"":[""Darkness""],""evolvesFrom"":""Inkay"",""attacks"":[{""name"":""Entangling Control"",""cost"":[""Colorless""],""convertedEnergyCost"":1,""damage"":"""",""text"":""Switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon. The new Active Pokémon is now Confused.""},{""name"":""Trash Tentacle"",""cost"":[""Darkness""],""convertedEnergyCost"":1,""damage"":""30"",""text"":""Put a card from your discard pile into your hand.""}],""weaknesses"":[{""type"":""Fighting"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless""],""convertedRetreatCost"":1,""number"":""46"",""artist"":""Masakazu Fukuda"",""rarity"":""Common"",""flavorText"":""It lures prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids."",""nationalPokedexNumbers"":[687],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/46.png"",""large"":""https://images.pokemontcg.io/xy7/46_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-47,Beldum,Pokémon,"[""Basic""]","[""Metal""]",Common,47,60,Yuka Morii,"It converses with others by magnetic pulses. In a swarm, they move in perfect unison.",,,"[""Metang""]",[374],[],"[{""name"":""Ram"",""cost"":[""Metal""],""convertedEnergyCost"":1,""damage"":""10"",""text"":""""},{""name"":""Spinning Attack"",""cost"":[""Metal"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":""30"",""text"":""""}]",[],"[{""type"":""Fire"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless"",""Colorless""]",2,Legal,Legal,,,,https://images.pokemontcg.io/xy7/47_hires.png,"{""id"":""xy7-47"",""name"":""Beldum"",""supertype"":""Pokémon"",""subtypes"":[""Basic""],""hp"":""60"",""types"":[""Metal""],""evolvesTo"":[""Metang""],""attacks"":[{""name"":""Ram"",""cost"":[""Metal""],""convertedEnergyCost"":1,""damage"":""10"",""text"":""""},{""name"":""Spinning Attack"",""cost"":[""Metal"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":""30"",""text"":""""}],""weaknesses"":[{""type"":""Fire"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless"",""Colorless""],""convertedRetreatCost"":2,""number"":""47"",""artist"":""Yuka Morii"",""rarity"":""Common"",""flavorText"":""It converses with others by magnetic pulses. In a swarm, they move in perfect unison."",""nationalPokedexNumbers"":[374],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/47.png"",""large"":""https://images.pokemontcg.io/xy7/47_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-48,Metang,Pokémon,"[""Stage 1""]","[""Metal""]",Uncommon,48,90,Shigenori Negishi,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power.",,Beldum,"[""Metagross""]",[375],[],"[{""name"":""Metal Claw"",""cost"":[""Metal"",""Colorless""],""convertedEnergyCost"":2,""damage"":""30"",""text"":""""},{""name"":""Bullet Punch"",""cost"":[""Metal"",""Metal"",""Colorless""],""convertedEnergyCost"":3,""damage"":""50+"",""text"":""Flip 2 coins. This attack does 20 more damage for each heads.""}]",[],"[{""type"":""Fire"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless"",""Colorless"",""Colorless""]",3,Legal,Legal,,,,https://images.pokemontcg.io/xy7/48_hires.png,"{""id"":""xy7-48"",""name"":""Metang"",""supertype"":""Pokémon"",""subtypes"":[""Stage 1""],""hp"":""90"",""types"":[""Metal""],""evolvesFrom"":""Beldum"",""evolvesTo"":[""Metagross""],""attacks"":[{""name"":""Metal Claw"",""cost"":[""Metal"",""Colorless""],""convertedEnergyCost"":2,""damage"":""30"",""text"":""""},{""name"":""Bullet Punch"",""cost"":[""Metal"",""Metal"",""Colorless""],""convertedEnergyCost"":3,""damage"":""50+"",""text"":""Flip 2 coins. This attack does 20 more damage for each heads.""}],""weaknesses"":[{""type"":""Fire"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless"",""Colorless"",""Colorless""],""convertedRetreatCost"":3,""number"":""48"",""artist"":""Shigenori Negishi"",""rarity"":""Uncommon"",""flavorText"":""It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power."",""nationalPokedexNumbers"":[375],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/48.png"",""large"":""https://images.pokemontcg.io/xy7/48_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-49,Metagross,Pokémon,"[""Stage 2""]","[""Metal""]",Rare,49,150,kirisAki,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer.",,Metang,[],[376],"[{""name"":""Magnetic Warp"",""text"":""Once during your turn (before your attack), you may switch your Active Pokémon with 1 of your Benched Pokémon. If you do, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon."",""type"":""Ability""}]","[{""name"":""Iron Cannon"",""cost"":[""Metal"",""Metal"",""Colorless"",""Colorless""],""convertedEnergyCost"":4,""damage"":""80+"",""text"":""You may discard all Metal Energy attached to this Pokémon. If you do, this attack does 80 more damage.""}]",[],"[{""type"":""Fire"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,Legal,Legal,,,,https://images.pokemontcg.io/xy7/49_hires.png,"{""id"":""xy7-49"",""name"":""Metagross"",""supertype"":""Pokémon"",""subtypes"":[""Stage 2""],""hp"":""150"",""types"":[""Metal""],""evolvesFrom"":""Metang"",""abilities"":[{""name"":""Magnetic Warp"",""text"":""Once during your turn (before your attack), you may switch your Active Pokémon with 1 of your Benched Pokémon. If you do, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon."",""type"":""Ability""}],""attacks"":[{""name"":""Iron Cannon"",""cost"":[""Metal"",""Metal"",""Colorless"",""Colorless""],""convertedEnergyCost"":4,""damage"":""80+"",""text"":""You may discard all Metal Energy attached to this Pokémon. If you do, this attack does 80 more damage.""}],""weaknesses"":[{""type"":""Fire"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless"",""Colorless"",""Colorless"",""Colorless""],""convertedRetreatCost"":4,""number"":""49"",""artist"":""kirisAki"",""rarity"":""Rare"",""flavorText"":""Metang combined to form it. With four brains, it has the intelligence of a supercomputer."",""nationalPokedexNumbers"":[376],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/49.png"",""large"":""https://images.pokemontcg.io/xy7/49_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-50,Metagross,Pokémon,"[""Stage 2""]","[""Metal""]",Rare,50,150,Hitoshi Ariga,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer.",,Metang,[],[376],[],"[{""name"":""Machine Gun Stomp"",""cost"":[""Colorless"",""Colorless""],""convertedEnergyCost"":2,""damage"":""20+"",""text"":""This attack does 10 more damage for each card in your hand.""},{""name"":""Guard Press"",""cost"":[""Metal"",""Metal"",""Colorless"",""Colorless""],""convertedEnergyCost"":4,""damage"":""80"",""text"":""During your opponent's next turn, any damage done to this Pokémon by attacks is reduced by 20 (after applying Weakness and Resistance).""}]",[],"[{""type"":""Fire"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,Legal,Legal,,,,https://images.pokemontcg.io/xy7/50_hires.png,"{""id"":""xy7-50"",""name"":""Metagross"",""supertype"":""Pokémon"",""subtypes"":[""Stage 2""],""hp"":""150"",""types"":[""Metal""],""evolvesFrom"":""Metang"",""ancientTrait"":{""name"":""θ Double"",""text"":""This Pokémon may have up to 2 Pokémon Tool cards attached to it.""},""attacks"":[{""name"":""Machine Gun Stomp"",""cost"":[""Colorless"",""Colorless""],""convertedEnergyCost"":2,""damage"":""20+"",""text"":""This attack does 10 more damage for each card in your hand.""},{""name"":""Guard Press"",""cost"":[""Metal"",""Metal"",""Colorless"",""Colorless""],""convertedEnergyCost"":4,""damage"":""80"",""text"":""During your opponent's next turn, any damage done to this Pokémon by attacks is reduced by 20 (after applying Weakness and Resistance).""}],""weaknesses"":[{""type"":""Fire"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless"",""Colorless"",""Colorless"",""Colorless""],""convertedRetreatCost"":4,""number"":""50"",""artist"":""Hitoshi Ariga"",""rarity"":""Rare"",""flavorText"":""Metang combined to form it. With four brains, it has the intelligence of a supercomputer."",""nationalPokedexNumbers"":[376],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/50.png"",""large"":""https://images.pokemontcg.io/xy7/50_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-51,Registeel,Pokémon,"[""Basic""]","[""Metal""]",Rare,51,120,Kouki Saitou,Its body is said to be harder than any kind of metal. A study has revealed that its body is hollow.,,,[],[379],[],"[{""name"":""Iron Head"",""cost"":[""Metal"",""Colorless""],""convertedEnergyCost"":2,""damage"":""30×"",""text"":""Flip a coin until you get tails. This attack does 30 damage times the number of heads.""},{""name"":""Forbidden Iron Hammer"",""cost"":[""Metal"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":""70"",""text"":""If your opponent's Active Pokémon is a Pokémon-EX, discard an Energy attached to that Pokémon.""}]",[],"[{""type"":""Fire"",""value"":""×2""}]","[{""type"":""Psychic"",""value"":""-20""}]","[""Colorless"",""Colorless"",""Colorless""]",3,Legal,Legal,,,,https://images.pokemontcg.io/xy7/51_hires.png,"{""id"":""xy7-51"",""name"":""Registeel"",""supertype"":""Pokémon"",""subtypes"":[""Basic""],""hp"":""120"",""types"":[""Metal""],""attacks"":[{""name"":""Iron Head"",""cost"":[""Metal"",""Colorless""],""convertedEnergyCost"":2,""damage"":""30×"",""text"":""Flip a coin until you get tails. This attack does 30 damage times the number of heads.""},{""name"":""Forbidden Iron Hammer"",""cost"":[""Metal"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":""70"",""text"":""If your opponent's Active Pokémon is a Pokémon-EX, discard an Energy attached to that Pokémon.""}],""weaknesses"":[{""type"":""Fire"",""value"":""×2""}],""resistances"":[{""type"":""Psychic"",""value"":""-20""}],""retreatCost"":[""Colorless"",""Colorless"",""Colorless""],""convertedRetreatCost"":3,""number"":""51"",""artist"":""Kouki Saitou"",""rarity"":""Rare"",""flavorText"":""Its body is said to be harder than any kind of metal. A study has revealed that its body is hollow."",""nationalPokedexNumbers"":[379],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/51.png"",""large"":""https://images.pokemontcg.io/xy7/51_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-52,Ralts,Pokémon,"[""Basic""]","[""Fairy""]",Common,52,60,Aya Kusube,It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility.,,,"[""Kirlia""]",[280],[],"[{""name"":""Mumble"",""cost"":[""Colorless""],""convertedEnergyCost"":1,""damage"":""10"",""text"":""""},{""name"":""Magical Shot"",""cost"":[""Fairy"",""Colorless""],""convertedEnergyCost"":2,""damage"":""20"",""text"":""""}]",[],"[{""type"":""Metal"",""value"":""×2""}]","[{""type"":""Darkness"",""value"":""-20""}]","[""Colorless""]",1,Legal,Legal,,,,https://images.pokemontcg.io/xy7/52_hires.png,"{""id"":""xy7-52"",""name"":""Ralts"",""supertype"":""Pokémon"",""subtypes"":[""Basic""],""hp"":""60"",""types"":[""Fairy""],""evolvesTo"":[""Kirlia""],""attacks"":[{""name"":""Mumble"",""cost"":[""Colorless""],""convertedEnergyCost"":1,""damage"":""10"",""text"":""""},{""name"":""Magical Shot"",""cost"":[""Fairy"",""Colorless""],""convertedEnergyCost"":2,""damage"":""20"",""text"":""""}],""weaknesses"":[{""type"":""Metal"",""value"":""×2""}],""resistances"":[{""type"":""Darkness"",""value"":""-20""}],""retreatCost"":[""Colorless""],""convertedRetreatCost"":1,""number"":""52"",""artist"":""Aya Kusube"",""rarity"":""Common"",""flavorText"":""It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility."",""nationalPokedexNumbers"":[280],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/52.png"",""large"":""https://images.pokemontcg.io/xy7/52_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-53,Kirlia,Pokémon,"[""Stage 1""]","[""Fairy""]",Uncommon,53,80,match,It has a psychic power that enables it to distort the space around it and see into the future.,,Ralts,"[""Gardevoir"",""Gallade""]",[281],[],"[{""name"":""Calm Mind"",""cost"":[""Colorless""],""convertedEnergyCost"":1,""damage"":"""",""text"":""Heal 30 damage from this Pokémon.""},{""name"":""Magical Shot"",""cost"":[""Fairy"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":""50"",""text"":""""}]",[],"[{""type"":""Metal"",""value"":""×2""}]","[{""type"":""Darkness"",""value"":""-20""}]","[""Colorless""]",1,Legal,Legal,,,,https://images.pokemontcg.io/xy7/53_hires.png,"{""id"":""xy7-53"",""name"":""Kirlia"",""supertype"":""Pokémon"",""subtypes"":[""Stage 1""],""hp"":""80"",""types"":[""Fairy""],""evolvesFrom"":""Ralts"",""evolvesTo"":[""Gardevoir"",""Gallade""],""attacks"":[{""name"":""Calm Mind"",""cost"":[""Colorless""],""convertedEnergyCost"":1,""damage"":"""",""text"":""Heal 30 damage from this Pokémon.""},{""name"":""Magical Shot"",""cost"":[""Fairy"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":""50"",""text"":""""}],""weaknesses"":[{""type"":""Metal"",""value"":""×2""}],""resistances"":[{""type"":""Darkness"",""value"":""-20""}],""retreatCost"":[""Colorless""],""convertedRetreatCost"":1,""number"":""53"",""artist"":""match"",""rarity"":""Uncommon"",""flavorText"":""It has a psychic power that enables it to distort the space around it and see into the future."",""nationalPokedexNumbers"":[281],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/53.png"",""large"":""https://images.pokemontcg.io/xy7/53_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-54,Gardevoir,Pokémon,"[""Stage 2""]","[""Fairy""]",Rare Holo,54,130,TOKIYA,It has the power to predict the future. Its power peaks when it is protecting its Trainer.,,Kirlia,[],[282],"[{""name"":""Bright Heal"",""text"":""Once during your turn (before your attack), you may heal 20 damage from each of your Pokémon."",""type"":""Ability""}]","[{""name"":""Telekinesis"",""cost"":[""Colorless"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":"""",""text"":""This attack does 50 damage to 1 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance.""}]",[],"[{""type"":""Metal"",""value"":""×2""}]","[{""type"":""Darkness"",""value"":""-20""}]","[""Colorless"",""Colorless""]",2,Legal,Legal,,,,https://images.pokemontcg.io/xy7/54_hires.png,"{""id"":""xy7-54"",""name"":""Gardevoir"",""supertype"":""Pokémon"",""subtypes"":[""Stage 2""],""hp"":""130"",""types"":[""Fairy""],""evolvesFrom"":""Kirlia"",""abilities"":[{""name"":""Bright Heal"",""text"":""Once during your turn (before your attack), you may heal 20 damage from each of your Pokémon."",""type"":""Ability""}],""attacks"":[{""name"":""Telekinesis"",""cost"":[""Colorless"",""Colorless"",""Colorless""],""convertedEnergyCost"":3,""damage"":"""",""text"":""This attack does 50 damage to 1 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance.""}],""weaknesses"":[{""type"":""Metal"",""value"":""×2""}],""resistances"":[{""type"":""Darkness"",""value"":""-20""}],""retreatCost"":[""Colorless"",""Colorless""],""convertedRetreatCost"":2,""number"":""54"",""artist"":""TOKIYA"",""rarity"":""Rare Holo"",""flavorText"":""It has the power to predict the future. Its power peaks when it is protecting its Trainer."",""nationalPokedexNumbers"":[282],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/54.png"",""large"":""https://images.pokemontcg.io/xy7/54_hires.png""}}"
xy7,Ancient Origins,XY,98,100,AOR,2015/08/12,2020/08/14 09:35:00,xy7-55,Cottonee,Pokémon,"[""Basic""]","[""Fairy""]",Common,55,40,Kanako Eo,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.",,,"[""Whimsicott""]",[546],[],"[{""name"":""Cotton Bed"",""cost"":[""Fairy""],""convertedEnergyCost"":1,""damage"":""10"",""text"":""Your opponent's Active Pokémon is now Asleep.""}]",[],"[{""type"":""Metal"",""value"":""×2""}]","[{""type"":""Darkness"",""value"":""-20""}]","[""Colorless""]",1,Legal,Legal,,,,https://images.pokemontcg.io/xy7/55_hires.png,"{""id"":""xy7-55"",""name"":""Cottonee"",""supertype"":""Pokémon"",""subtypes"":[""Basic""],""hp"":""40"",""types"":[""Fairy""],""evolvesTo"":[""Whimsicott""],""attacks"":[{""name"":""Cotton Bed"",""cost"":[""Fairy""],""convertedEnergyCost"":1,""damage"":""10"",""text"":""Your opponent's Active Pokémon is now Asleep.""}],""weaknesses"":[{""type"":""Metal"",""value"":""×2""}],""resistances"":[{""type"":""Darkness"",""value"":""-20""}],""retreatCost"":[""Colorless""],""convertedRetreatCost"":1,""number"":""55"",""artist"":""Kanako Eo"",""rarity"":""Common"",""flavorText"":""Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."",""nationalPokedexNumbers"":[546],""legalities"":{""unlimited"":""Legal"",""expanded"":""Legal""},""images"":{""small"":""https://images.pokemontcg.io/xy7/55.png"",""large"":""https://images.pokemontcg.io/xy7/55_hires.png""}}"
